collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
SFD-066/221,Frigid Touch,spell,mind,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Give a unit -2 [S] this turn.","Riftbound Spell: Frigid Touch. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Give a unit -2 [S] this turn.","[Reaction] (Play any time, even before spells and abilities resolve.) [Repeat] [2] (Optional: pay the additional cost to repeat this spell's effect.) Give a unit -2 [S] this turn.",UNKNOWN,,
OGS-008/024,Gentlemen's Duel,spell,body,"[Action] (Play on your turn or in showdowns.)
Give a friendly unit +3 [S] this turn. Then choose an enemy unit. They deal damage equal to their Mights to each other.","Riftbound Spell: Gentlemen's Duel. [Action] (Play on your turn or in showdowns.)
Give a friendly unit +3 [S] this turn. Then choose an enemy unit. They deal damage equal to their Mights to each other.",[Action] (Play on your turn or in showdowns.) Give a friendly unit +3 [S] this turn. Then choose an enemy unit. They deal damage equal to their Mights to each other.,FULL,,Full_Card_Audit.json
OGN-008/298,Get Excited!,spell,fury,"[Action] (Play on your turn or in showdowns.)
Discard 1. Deal its Energy cost.)","Riftbound Spell: Get Excited!. [Action] (Play on your turn or in showdowns.)
Discard 1. Deal its Energy cost.)",[Action] (Play on your turn or in showdowns.) Discard 1. Deal its Energy cost.),FULL,,Full_Card_Audit.json
OGN-233/298,Grand Strategem,spell,order,"[Action] (Play on your turn or in showdowns.)
Give friendly units +5 [S] this turn.","Riftbound Spell: Grand Strategem. [Action] (Play on your turn or in showdowns.)
Give friendly units +5 [S] this turn.",[Action] (Play on your turn or in showdowns.) Give friendly units +5 [S] this turn.,UNSUPPORTED,Missing primitives: GRANT_KEYWORD_MULTI,problems.json
SFD-154/221,Guards!,spell,order,"[Hidden]  (Hide now for [A] to react with later for [0].) 
Play a 2 [S] Sand Soldier unit token. You may pay [C] to ready it.","Riftbound Spell: Guards!. [Hidden] (Hide now for [A] to react with later for [0].)
Play a 2 [S] Sand Soldier unit token. You may pay [C] to ready it.",[Hidden] (Hide now for [A] to react with later for [0].) Play a 2 [S] Sand Soldier unit token. Optional: pay [C] to ready it.,UNKNOWN,,
OGN-264/298,Guerilla Warfare,spell,"mind, chaos",Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,Riftbound Spell: Guerilla Warfare. Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,FULL,,Full_Card_Audit.json
OGN-169/298,Gust,spell,chaos,"[Reaction] (Play any time, even before spells and abilities resolve.)
Return a unit at a battlefield with 3 [S] or less to its owner's hand.","Riftbound Spell: Gust. [Reaction] (Play any time, even before spells and abilities resolve.)
Return a unit at a battlefield with 3 [S] or less to its owner's hand.","[Reaction] (Play any time, even before spells and abilities resolve.) Return a unit at a battlefield with 3 [S] or less to its owner's hand.",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Reaction,Full_Card_Audit.json
SFD-136/221,Hard Bargain,spell,chaos,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Counter a spell unless its controller pays [2].","Riftbound Spell: Hard Bargain. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Counter a spell unless its controller pays [2].","[Reaction] (Play any time, even before spells and abilities resolve.) [Repeat] [2] (Optional: pay the additional cost to repeat this spell's effect.) Counter a spell unless its controller pays [2].",UNKNOWN,,
SFD-111/221,Here to Help,spell,body,"[Hidden]  (Hide now for [A] to react with later for [0].) 
[Action]  (Play on your turn or in showdowns.) 
You may play a unit from hand to a battlefield you control, reducing its cost by [3].","Riftbound Spell: Here to Help. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
You may play a unit from hand to a battlefield you control, reducing its cost by [3].","[Hidden] (Hide now for [A] to react with later for [0].) [Action] (Play on your turn or in showdowns.) Optional: play a unit from hand to a battlefield you control, reducing its cost by [3].",UNKNOWN,,
OGN-009/298,Hextech Ray,spell,fury,"[Action] (Play on your turn or in showdowns.)
Deal 3 to a unit at a battlefield.","Riftbound Spell: Hextech Ray. [Action] (Play on your turn or in showdowns.)
Deal 3 to a unit at a battlefield.",[Action] (Play on your turn or in showdowns.) Deal 3 to a unit at a battlefield.,FULL,,Full_Card_Audit.json
OGN-213/298,Hidden Blade,spell,order,"[Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Kill a unit at a battlefield. Its controller draws 2.","Riftbound Spell: Hidden Blade. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Kill a unit at a battlefield. Its controller draws 2.",[Hidden] (Hide now for [A] to react with later for [0].) [Action] (Play on your turn or in showdowns.) Kill a unit at a battlefield. Its controller draws 2.,FULL,,Full_Card_Audit.json
OGS-020/024,Highlander,spell,"calm, body","[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. The next time it dies this turn, recall it exhausted instead. (Send it to base. This isn't a move.)","Riftbound Spell: Highlander. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. The next time it dies this turn, recall it exhausted instead. (Send it to base. This isn't a move.)","[Reaction] (Play any time, even before spells and abilities resolve.) Choose a friendly unit. The next time it dies this turn, recall it exhausted instead. (Send it to base. This isn't a move.)",FULL,,problems.json
SFD-202/221,Hostile Takeover,spell,"mind, order","[Hidden]  (Hide now for [A] to react with later for [0].) 
Take control of an enemy unit at a battlefield. Ready it.  (Start a combat if other enemies are there. Otherwise, conquer.) 
Lose control of that unit and recall it at end of turn.  (Send it to base. This isn't a move.)","Riftbound Spell: Hostile Takeover. [Hidden] (Hide now for [A] to react with later for [0].)
Take control of an enemy unit at a battlefield. Ready it. (Start a combat if other enemies are there. Otherwise, conquer.)
Lose control of that unit and recall it at end of turn. (Send it to base. This isn't a move.)","[Hidden] (Hide now for [A] to react with later for [0].) Take control of an enemy unit at a battlefield. Ready it. (Start a combat if other enemies are there. Otherwise, conquer.) Lose control of that unit and recall it at end of turn. (Send it to base. This isn't a move.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-248/298,Icathian Rain,spell,"fury, mind","Do this 6 times:
Deal 2 to a unit. (You can choose different units.)","Riftbound Spell: Icathian Rain. Do this 6 times:
Deal 2 to a unit. (You can choose different units.)",Do this 6 times: Deal 2 to a unit. (You can choose different units.),FULL,,Full_Card_Audit.json
OGN-221/298,Imperial Decree,spell,order,"[Action] (Play on your turn or in showdowns.)
When any unit takes damage this turn, kill it.","Riftbound Spell: Imperial Decree. [Action] (Play on your turn or in showdowns.)
When any unit takes damage this turn, kill it.","[Action] (Play on your turn or in showdowns.) When any unit takes damage this turn, kill it.",PARTIAL,Flags: TURN_SCOPED_DAMAGE_HOOK,problems.json
OGS-003/024,Incinerate,spell,fury,"[Action] (Play on your turn or in showdowns.)
Deal 2 to a unit at a battlefield.","Riftbound Spell: Incinerate. [Action] (Play on your turn or in showdowns.)
Deal 2 to a unit at a battlefield.",[Action] (Play on your turn or in showdowns.) Deal 2 to a unit at a battlefield.,FULL,,Full_Card_Audit.json
OGN-201/298,Invert Timelines,spell,chaos,"Each player discards their hand, then draws 4.","Riftbound Spell: Invert Timelines. Each player discards their hand, then draws 4.","Each player discards their hand, then draws 4.",FULL,,Full_Card_Audit.json
OGN-237/298,King's Edict,spell,order,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.","Riftbound Spell: King's Edict. Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.","Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",FULL,,Full_Card_Audit.json
OGN-260/298,Last Breath,spell,"calm, chaos","[Action] (Play on your turn or in showdowns.)
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.","Riftbound Spell: Last Breath. [Action] (Play on your turn or in showdowns.)
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.",[Action] (Play on your turn or in showdowns.) Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.,FULL,,Full_Card_Audit.json
OGN-069/298,Last Stand,spell,calm,"[Action] (Play on your turn or in showdowns.)
Double a friendly unit's Might this turn. Give it [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Spell: Last Stand. [Action] (Play on your turn or in showdowns.)
Double a friendly unit's Might this turn. Give it [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","[Action] (Play on your turn or in showdowns.) Double a friendly unit's Might this turn. Give it [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",UNSUPPORTED,Flags: KEYWORD_UNSUPPORTED: Temporary,Full_Card_Audit.json
SFD-114/221,Marching Orders,spell,body,"[Action]  (Play on your turn or in showdowns.) 
[Repeat] [3]  (You may pay the additional cost to repeat this spell's effect.) 
Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.","Riftbound Spell: Marching Orders. [Action] (Play on your turn or in showdowns.)
[Repeat] [3] (You may pay the additional cost to repeat this spell's effect.)
Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.",[Action] (Play on your turn or in showdowns.) [Repeat] [3] (Optional: pay the additional cost to repeat this spell's effect.) Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.,UNKNOWN,,
OGN-048/298,Meditation,spell,calm,"[Reaction] (Play any time, even before spells and abilities resolve.)
As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.","Riftbound Spell: Meditation. [Reaction] (Play any time, even before spells and abilities resolve.)
As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.","[Reaction] (Play any time, even before spells and abilities resolve.) As an additional cost to play this, Optional: exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.",PARTIAL,"Flags: IF_YOU_DO_BRANCH, ADDITIONAL_COST",problems.json
OGN-134/298,Mobilize,spell,body,"Channel 1 rune exhausted. If you can't, draw 1.","Riftbound Spell: Mobilize. Channel 1 rune exhausted. If you can't, draw 1.","Channel 1 rune exhausted. If you can't, draw 1.",PARTIAL,Flags: CONDITIONAL_GENERAL,Full_Card_Audit.json
OGN-170/298,Morbid Return,spell,chaos,"[Action] (Play on your turn or in showdowns.)
Return a unit from your trash to your hand.","Riftbound Spell: Morbid Return. [Action] (Play on your turn or in showdowns.)
Return a unit from your trash to your hand.",[Action] (Play on your turn or in showdowns.) Return a unit from your trash to your hand.,FULL,,Full_Card_Audit.json
OGN-080/298,Mystic Reversal,spell,calm,"[Reaction] (Play any time, even before spells and abilities resolve.)
Gain control of a spell. You may make new choices for it.","Riftbound Spell: Mystic Reversal. [Reaction] (Play any time, even before spells and abilities resolve.)
Gain control of a spell. You may make new choices for it.","[Reaction] (Play any time, even before spells and abilities resolve.) Gain control of a spell. Optional: make new choices for it.",UNSUPPORTED,Flags: KEYWORD_UNSUPPORTED: Reaction,Full_Card_Audit.json
SFD-045/221,Not So Fast,spell,calm,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Counter an enemy spell or ability that chooses a friendly unit or gear.","Riftbound Spell: Not So Fast. [Reaction] (Play any time, even before spells and abilities resolve.)
Counter an enemy spell or ability that chooses a friendly unit or gear.","[Reaction] (Play any time, even before spells and abilities resolve.) Counter an enemy spell or ability that chooses a friendly unit or gear.",UNKNOWN,,
OGN-254/298,Noxian Guillotine,spell,"fury, order","[Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)","Riftbound Spell: Noxian Guillotine. [Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)",[Action] (Play on your turn or in showdowns.) Choose a unit. Kill it the next time it takes damage this turn. [Legion] — Kill it now instead. (Get the effect if you've played another card this turn.),PARTIAL,"Flags: CONDITIONAL_GENERAL, TURN_SCOPED_DAMAGE_HOOK",problems.json
