Name,Collector Number,Card Link,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Meditation,OGN-048/298,https://riftdecks.com/cards/details-meditation,common,calm,,spell,,,,,,,2,2,,2,,"[Reaction] (Play any time, even before spells and abilities resolve.)
As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.","Riftbound Spell: Meditation. [Reaction] (Play any time, even before spells and abilities resolve.)
As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.",
Mobilize,OGN-134/298,https://riftdecks.com/cards/details-mobilize,common,body,,spell,,,,,,,2,2,,2,,"Channel 1 rune exhausted. If you can't, draw 1.","Riftbound Spell: Mobilize. Channel 1 rune exhausted. If you can't, draw 1.",
Morbid Return,OGN-170/298,https://riftdecks.com/cards/details-morbid-return,common,chaos,,spell,,,,,,,2,2,,2,,"[Action] (Play on your turn or in showdowns.)
Return a unit from your trash to your hand.","Riftbound Spell: Morbid Return. [Action] (Play on your turn or in showdowns.)
Return a unit from your trash to your hand.",
Mystic Reversal,OGN-080/298,https://riftdecks.com/cards/details-mystic-reversal,epic,calm,,spell,,,,,,,4,4,CCC,4CCC,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Gain control of a spell. You may make new choices for it.","Riftbound Spell: Mystic Reversal. [Reaction] (Play any time, even before spells and abilities resolve.)
Gain control of a spell. You may make new choices for it.",
Not So Fast,SFD-045/221,https://riftdecks.com/cards/details-not-so-fast,uncommon,calm,,spell,,,,,,,2,2,C,2C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Counter an enemy spell or ability that chooses a friendly unit or gear.","Riftbound Spell: Not So Fast. [Reaction] (Play any time, even before spells and abilities resolve.)
Counter an enemy spell or ability that chooses a friendly unit or gear.",
Noxian Guillotine,OGN-254/298,https://riftdecks.com/cards/details-noxian-guillotine,epic,fury,order,spell,darius,,,,,signature,4,4,C,4C,,"[Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)","Riftbound Spell: Noxian Guillotine. [Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)",
On the Hunt,SFD-204/221,https://riftdecks.com/cards/details-on-the-hunt,epic,body,chaos,spell,sivir,,,,,signature,1,1,CC,1CC,,Ready your units.,Riftbound Spell: On the Hunt. Ready your units.,
Overt Operation,OGN-153/298,https://riftdecks.com/cards/details-overt-operation,rare,body,,spell,,,,,,,5,5,CC,5CC,,"[Action] (Play on your turn or in showdowns.)
For each friendly unit, you may spend its buff to ready it. Then buff all friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)","Riftbound Spell: Overt Operation. [Action] (Play on your turn or in showdowns.)
For each friendly unit, you may spend its buff to ready it. Then buff all friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)",
Party Favors,OGN-071/298,https://riftdecks.com/cards/details-party-favors,rare,calm,,spell,,,,,,,3,3,,3,,"Each other player chooses Cards or Runes. For each player that chooses Cards, you and that player each draw 1. For each player that chooses Runes, you and that player each channel 1 rune exhausted.","Riftbound Spell: Party Favors. Each other player chooses Cards or Runes. For each player that chooses Cards, you and that player each draw 1. For each player that chooses Runes, you and that player each channel 1 rune exhausted.",
Piercing Light,SFD-023/221,https://riftdecks.com/cards/details-piercing-light,rare,fury,,spell,,,,,,,2,2,C,2C,,"[Repeat] \[2]\[C]  (You may pay the additional cost to repeat this spell's effect.) 
Deal 2 to a unit at a battlefield, then deal 2 to up to one other unit.","Riftbound Spell: Piercing Light. [Repeat] [2][C] (You may pay the additional cost to repeat this spell's effect.)Deal 2 to a unit at a battlefield, then deal 2 to up to one other unit.",
Portal Rescue,OGN-102/298,https://riftdecks.com/cards/details-portal-rescue,uncommon,mind,,spell,,,,,,,3,3,C,3C,,"[Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it to their base, ignoring its cost.","Riftbound Spell: Portal Rescue. [Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it to their base, ignoring its cost.",
Possession,OGN-203/298,https://riftdecks.com/cards/details-possession,epic,chaos,,spell,,,,,,,8,8,CCC,8CCC,,"[Action] (Play on your turn or in showdowns.)
Choose an enemy unit at a battlefield. Take control of it and recall it. (Send it to your base. This isn't a move.)","Riftbound Spell: Possession. [Action] (Play on your turn or in showdowns.)
Choose an enemy unit at a battlefield. Take control of it and recall it. (Send it to your base. This isn't a move.)",
Premonition,SFD-087/221,https://riftdecks.com/cards/details-premonition,epic,mind,,spell,,,,,,,2,2,CCC,2CCC,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Draw 3.","Riftbound Spell: Premonition. [Reaction] (Play any time, even before spells and abilities resolve.)
Draw 3.",
Primal Strength,OGN-154/298,https://riftdecks.com/cards/details-primal-strength,rare,body,,spell,,,,,,,4,4,C,4C,,"[Action] (Play on your turn or in showdowns.)
Give a unit +7 [S] this turn.","Riftbound Spell: Primal Strength. [Action] (Play on your turn or in showdowns.)
Give a unit +7 [S] this turn.",
Production Surge,SFD-076/221,https://riftdecks.com/cards/details-production-surge,uncommon,mind,,spell,,,,,,,4,4,C,4C,,"This costs [2] less if you control a Mech.
Play a 3 [S] Mech unit token to your base.
Draw 1.","Riftbound Spell: Production Surge. This costs [2] less if you control a Mech.
Play a 3 [S] Mech unit token to your base.
Draw 1.",
Progress Day,OGN-114/298,https://riftdecks.com/cards/details-progress-day,rare,mind,,spell,,,,,,,6,6,C,6C,,Draw 4.,Riftbound Spell: Progress Day. Draw 4.,
Promising Future,OGN-115/298,https://riftdecks.com/cards/details-promising-future,rare,mind,,spell,,,,,,,5,5,C,5C,,"Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs.)","Riftbound Spell: Promising Future. Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs.)",
Punch First,SFD-097/221,https://riftdecks.com/cards/details-punch-first,common,body,,spell,,,,,,,1,1,CC,1CC,,"[Action]  (Play on your turn or in showdowns.) 
Give a unit +5 [S] this turn.","Riftbound Spell: Punch First. [Action] (Play on your turn or in showdowns.)
Give a unit +5 [S] this turn.",
Rally the Troops,SFD-166/221,https://riftdecks.com/cards/details-rally-the-troops,uncommon,order,,spell,,,,,,,2,2,,2,,"[Action]  (Play on your turn or in showdowns.) 
When a friendly unit is played this turn, buff it.  (If it doesn't have a buff, it gets a +1 [S] buff.) 
Draw 1.","Riftbound Spell: Rally the Troops. [Action] (Play on your turn or in showdowns.)
When a friendly unit is played this turn, buff it. (If it doesn't have a buff, it gets a +1 [S] buff.)
Draw 1.",
Rebuke,OGN-172/298,https://riftdecks.com/cards/details-rebuke,common,chaos,,spell,,,,,,,2,2,CC,2CC,,"[Action] (Play on your turn or in showdowns.)
Return a unit at a battlefield to its owner's hand.","Riftbound Spell: Rebuke. [Action] (Play on your turn or in showdowns.)
Return a unit at a battlefield to its owner's hand.",
Recruit the Vanguard,OGS-015/024,https://riftdecks.com/cards/details-recruit-the-vanguard,uncommon,order,,spell,,,,,,,6,6,,6,,"[Action] (Play on your turn or in showdowns.)
Play four 1 [S] Recruit unit tokens. (They can be played to your base or to battlefields you control.)","Riftbound Spell: Recruit the Vanguard. [Action] (Play on your turn or in showdowns.)
Play four 1 [S] Recruit unit tokens. (They can be played to your base or to battlefields you control.)",
Reinforce,OGN-062/298,https://riftdecks.com/cards/details-reinforce,uncommon,calm,,spell,,,,,,,5,5,,5,,Look at the top 5 cards of your Main Deck. You may play a unit from among them. Its Energy cost is reduced by [5]. Then recycle the remaining cards.,Riftbound Spell: Reinforce. Look at the top 5 cards of your Main Deck. You may play a unit from among them. Its Energy cost is reduced by [5]. Then recycle the remaining cards.,
Relentless Pursuit,SFD-184/221,https://riftdecks.com/cards/details-relentless-pursuit,epic,fury,body,spell,lucian,,,,,signature,2,2,C,2C,,"[Action]  (Play on your turn or in showdowns.) 
Move a friendly unit. You may attach an Equipment with the same controller to it. This turn, that unit has ""When I conquer, you may move me to my base.""","Riftbound Spell: Relentless Pursuit. [Action] (Play on your turn or in showdowns.)
Move a friendly unit. You may attach an Equipment with the same controller to it. This turn, that unit has ""When I conquer, you may move me to my base.""",
Retreat,OGN-104/298,https://riftdecks.com/cards/details-retreat,uncommon,mind,,spell,,,,,,,1,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.","Riftbound Spell: Retreat. [Reaction] (Play any time, even before spells and abilities resolve.)
Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.",
Ride the Wind,OGN-173/298,https://riftdecks.com/cards/details-ride-the-wind,common,chaos,,spell,,,,,,,2,2,C,2C,,"[Action] (Play on your turn or in showdowns.)
Move a friendly unit and ready it.","Riftbound Spell: Ride the Wind. [Action] (Play on your turn or in showdowns.)
Move a friendly unit and ready it.",
Riposte,SFD-206/221,https://riftdecks.com/cards/details-riposte,epic,body,order,spell,fiora,,,,,signature,2,2,CC,2CC,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Choose a friendly unit and a spell. Counter that spell and give that unit +[S] equal to that spell's Energy cost this turn.","Riftbound Spell: Riposte. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit and a spell. Counter that spell and give that unit +[S] equal to that spell's Energy cost this turn.",
Rocket Barrage,SFD-077/221,https://riftdecks.com/cards/details-rocket-barrage,uncommon,mind,,spell,,,,,,,4,4,C,4C,,"[Repeat] \[4]\[C]  (You may pay the additional cost to repeat this spell's effect, and may make different choices.) 
Choose one —
- Deal 4 to a unit in a base.
- Kill a gear.","Riftbound Spell: Rocket Barrage. [Repeat] [4][C] (You may pay the additional cost to repeat this spell's effect, and may make different choices.)
Choose one —
- Deal 4 to a unit in a base.
- Kill a gear.",
Rune Prison,OGN-050/298,https://riftdecks.com/cards/details-rune-prison,common,calm,,spell,,,,,,,2,2,C,2C,,"[Action] (Play on your turn or in showdowns.)
Stun a unit. (It doesn't deal combat damage this turn.)","Riftbound Spell: Rune Prison. [Action] (Play on your turn or in showdowns.)
Stun a unit. (It doesn't deal combat damage this turn.)",
Sabotage,OGN-156/298,https://riftdecks.com/cards/details-sabotage,rare,body,,spell,,,,,,,1,1,C,1C,,"Choose an opponent. They reveal their hand. Choose a non-unit card from it, and recycle that card.","Riftbound Spell: Sabotage. Choose an opponent. They reveal their hand. Choose a non-unit card from it, and recycle that card.",
Salvage,OGN-224/298,https://riftdecks.com/cards/details-salvage,uncommon,order,,spell,,,,,,,2,2,C,2C,,"[Action] (Play on your turn or in showdowns.)
You may kill a gear. Draw 1.","Riftbound Spell: Salvage. [Action] (Play on your turn or in showdowns.)
You may kill a gear. Draw 1.",
Shakedown,OGN-033/298,https://riftdecks.com/cards/details-shakedown,rare,fury,,spell,,,,,,,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose an enemy unit. Deal 6 to it unless its controller has you draw 2.","Riftbound Spell: Shakedown. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose an enemy unit. Deal 6 to it unless its controller has you draw 2.",
Show of Strength,SFD-106/221,https://riftdecks.com/cards/details-show-of-strength,uncommon,body,,spell,,,,,,,2,2,C,2C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Draw 1 for each of your [Mighty] units.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Spell: Show of Strength. [Reaction] (Play any time, even before spells and abilities resolve.)
Draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",
Showstopper,OGN-270/298,https://riftdecks.com/cards/details-showstopper,epic,body,order,spell,sett,,,,,signature,1,1,C,1C,,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Spell: Showstopper. Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Singularity,OGN-105/298,https://riftdecks.com/cards/details-singularity,uncommon,mind,,spell,,,,,,,6,6,CC,6CC,,Deal 6 to each of up to two units.,Riftbound Spell: Singularity. Deal 6 to each of up to two units.,
Siphon Power,OGN-266/298,https://riftdecks.com/cards/details-siphon-power,epic,mind,order,spell,viktor,,,,,signature,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a battlefield. Give friendly units there +1 [S] this turn and enemy units there -1 [S] this turn, to a minimum of 1 [S].","Riftbound Spell: Siphon Power. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a battlefield. Give friendly units there +1 [S] this turn and enemy units there -1 [S] this turn, to a minimum of 1 [S].",
Sky Splitter,OGN-014/298,https://riftdecks.com/cards/details-sky-splitter,common,fury,,spell,,,,,,,8,8,C,8C,,"[Action] (Play on your turn or in showdowns.)
This spell's Energy cost is reduced by the highest Might among units you control.
Deal 5 to a unit at a battlefield.","Riftbound Spell: Sky Splitter. [Action] (Play on your turn or in showdowns.)
This spell's Energy cost is reduced by the highest Might among units you control.
Deal 5 to a unit at a battlefield.",
Smoke Screen,OGN-093/298,https://riftdecks.com/cards/details-smoke-screen,common,mind,,spell,,,,,,,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 [S] this turn, to a minimum of 1 [S].","Riftbound Spell: Smoke Screen. [Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 [S] this turn, to a minimum of 1 [S].",
